date	q_ls
19.12.2022	7.5
20.12.2022	12.5
21.12.2022	33.6
22.12.2022	115
23.12.2022	89
24.12.2022	46.4
25.12.2022	32.8
26.12.2022	1221
27.12.2022	489
28.12.2022	132
29.12.2022	212
30.12.2022	418
31.12.2022	2034
01.01.2023	NA
02.01.2023	94.5
03.01.2023	66.5
04.01.2023	58
05.01.2023	46.7
06.01.2023	42.5
07.01.2023	45.4
08.01.2023	1251
09.01.2023	1281
10.01.2023	420
11.01.2023	974
12.01.2023	366
13.01.2023	919
14.01.2023	629
15.01.2023	407
16.01.2023	265
17.01.2023	324
18.01.2023	256
19.01.2023	160
20.01.2023	101
21.01.2023	81.8
22.01.2023	68.8
23.01.2023	61.6
24.01.2023	64.2
25.01.2023	493
26.01.2023	217
27.01.2023	102
28.01.2023	73
29.01.2023	76.4
30.01.2023	85
31.01.2023	53.4
01.02.2023	42.9
02.02.2023	30.2
03.02.2023	27.3
04.02.2023	21.1
05.02.2023	22.6
06.02.2023	21.1
07.02.2023	21.5
08.02.2023	101
09.02.2023	247
10.02.2023	71.3
11.02.2023	48.6
12.02.2023	44.6
13.02.2023	53
14.02.2023	41.4
15.02.2023	34.9
16.02.2023	98.8
17.02.2023	515
18.02.2023	168
19.02.2023	78
20.02.2023	129
21.02.2023	70.6
22.02.2023	52.7
23.02.2023	72
24.02.2023	61.3
25.02.2023	44.2
26.02.2023	38.1
27.02.2023	35.4
28.02.2023	33
01.03.2023	33.7
02.03.2023	36.3
03.03.2023	28.6
04.03.2023	21.7
05.03.2023	19.7
06.03.2023	16.9
07.03.2023	15.4
08.03.2023	12
09.03.2023	10.7
10.03.2023	8.7
11.03.2023	8.5
12.03.2023	7.5
13.03.2023	10.1
14.03.2023	9.9
15.03.2023	8.7
16.03.2023	7.1
17.03.2023	15.5
18.03.2023	243
19.03.2023	407
20.03.2023	533
21.03.2023	97
22.03.2023	505
23.03.2023	331
24.03.2023	404
25.03.2023	467
26.03.2023	150
27.03.2023	74.6
28.03.2023	52.2
29.03.2023	45.5
30.03.2023	40.4
31.03.2023	37.5
01.04.2023	35.3
02.04.2023	44.2
03.04.2023	68.6
04.04.2023	91.6
05.04.2023	98.3
06.04.2023	96.3
07.04.2023	108
08.04.2023	108
09.04.2023	116
10.04.2023	140
11.04.2023	194
12.04.2023	198
13.04.2023	389
14.04.2023	208
15.04.2023	516
16.04.2023	184
17.04.2023	109
18.04.2023	78.5
19.04.2023	60.8
20.04.2023	49.9
21.04.2023	42.7
22.04.2023	38
23.04.2023	160
24.04.2023	695
25.04.2023	2088
26.04.2023	594
27.04.2023	197
28.04.2023	117
29.04.2023	86.1
30.04.2023	64.5
01.05.2023	87.3
02.05.2023	79.8
03.05.2023	61.3
04.05.2023	47.6
05.05.2023	40.7
06.05.2023	35.2
07.05.2023	30.6
08.05.2023	27
09.05.2023	26.1
10.05.2023	23.5
11.05.2023	21.7
12.05.2023	20
13.05.2023	18.4
14.05.2023	17.3
15.05.2023	16.9
16.05.2023	18.2
17.05.2023	14.5
18.05.2023	12.7
19.05.2023	12.5
20.05.2023	12.1
21.05.2023	11.5
22.05.2023	10.7
23.05.2023	11.7
24.05.2023	10.4
25.05.2023	8.7
26.05.2023	8
27.05.2023	8.6
28.05.2023	8.9
29.05.2023	8
30.05.2023	7.3
31.05.2023	6.9
01.06.2023	6.4
02.06.2023	6.2
03.06.2023	6.4
04.06.2023	6.2
05.06.2023	5.6
06.06.2023	5.6
07.06.2023	5.7
08.06.2023	5.4
09.06.2023	5.4
10.06.2023	5.6
11.06.2023	5.7
12.06.2023	6.1
13.06.2023	6.1
14.06.2023	5.9
15.06.2023	6
16.06.2023	6.3
17.06.2023	5.7
18.06.2023	5.9
19.06.2023	7.5
20.06.2023	5.8
21.06.2023	10
22.06.2023	5.5
23.06.2023	3.3
24.06.2023	2
25.06.2023	1.5
26.06.2023	1.8
27.06.2023	9.9
28.06.2023	2.5
29.06.2023	1.4
30.06.2023	1.6
01.07.2023	1.4
02.07.2023	12.5
03.07.2023	NA
04.07.2023	9.8
05.07.2023	7.9
06.07.2023	23.8
07.07.2023	13.2
08.07.2023	9.1
09.07.2023	6.9
10.07.2023	6.1
11.07.2023	17.2
12.07.2023	74.2
13.07.2023	24.9
14.07.2023	12.8
15.07.2023	11.9
16.07.2023	20.7
17.07.2023	12.1
18.07.2023	9.5
19.07.2023	8.5
20.07.2023	7.5
21.07.2023	6.6
22.07.2023	NA
23.07.2023	NA
24.07.2023	NA
25.07.2023	NA
26.07.2023	NA
27.07.2023	NA
28.07.2023	NA
29.07.2023	NA
30.07.2023	NA
31.07.2023	88.3
01.08.2023	NA
02.08.2023	NA
03.08.2023	NA
04.08.2023	NA
05.08.2023	NA
06.08.2023	NA
07.08.2023	NA
08.08.2023	NA
09.08.2023	NA
10.08.2023	NA
11.08.2023	NA
12.08.2023	NA
13.08.2023	NA
14.08.2023	20
15.08.2023	40.2
16.08.2023	55.4
17.08.2023	27.7
18.08.2023	19.9
19.08.2023	18.3
20.08.2023	876
21.08.2023	178
22.08.2023	86.1
23.08.2023	60.5
24.08.2023	46.3
25.08.2023	30.9
26.08.2023	403
27.08.2023	2441
28.08.2023	905
29.08.2023	318
30.08.2023	102
31.08.2023	72.2
01.09.2023	53.3
02.09.2023	35.9
03.09.2023	28
04.09.2023	24.6
05.09.2023	22.3
06.09.2023	19.3
07.09.2023	19.8
08.09.2023	20.1
09.09.2023	20.3
10.09.2023	19.1
11.09.2023	16
12.09.2023	14.8
13.09.2023	11.3
14.09.2023	9.1
15.09.2023	11.4
16.09.2023	12.8
17.09.2023	11
18.09.2023	205
19.09.2023	407
20.09.2023	112
21.09.2023	296
22.09.2023	899
23.09.2023	202
24.09.2023	93.6
25.09.2023	89.4
26.09.2023	78
27.09.2023	72.6
28.09.2023	67.2
29.09.2023	56
30.09.2023	45.3
01.10.2023	35.2
02.10.2023	35.1
03.10.2023	30.7
04.10.2023	24.5
05.10.2023	20.4
06.10.2023	31
07.10.2023	25.9
08.10.2023	20.7
09.10.2023	20.5
10.10.2023	21.2
11.10.2023	30.5
12.10.2023	25.9
13.10.2023	49.8
14.10.2023	95.8
15.10.2023	57.7
16.10.2023	38.8
17.10.2023	32.8
18.10.2023	27.4
19.10.2023	26.8
20.10.2023	25.6
21.10.2023	25.4
22.10.2023	26.3
23.10.2023	25.6
24.10.2023	24.2
25.10.2023	24.2
26.10.2023	24
27.10.2023	22.8
28.10.2023	21.2
29.10.2023	20.7
30.10.2023	22.5
31.10.2023	22.1
01.11.2023	20.9
02.11.2023	168
03.11.2023	1384
04.11.2023	287
05.11.2023	173
06.11.2023	372
07.11.2023	631
08.11.2023	187
09.11.2023	220
10.11.2023	167
11.11.2023	117
12.11.2023	98.5
13.11.2023	87.2
14.11.2023	71.7
15.11.2023	57.6
16.11.2023	45.7
17.11.2023	34.7
18.11.2023	28.2
19.11.2023	26
20.11.2023	21.4
21.11.2023	15.7
22.11.2023	20.5
23.11.2023	22
24.11.2023	17.5
25.11.2023	14.1
26.11.2023	12.1
27.11.2023	10.4
28.11.2023	8.6
29.11.2023	8.7
30.11.2023	7.8
01.12.2023	6.8
02.12.2023	4.8
03.12.2023	3.6
04.12.2023	3.2
05.12.2023	3.5
06.12.2023	3.4
07.12.2023	3.5
08.12.2023	3.7
09.12.2023	4.3
10.12.2023	4.4
11.12.2023	4.7
12.12.2023	4.9
13.12.2023	5
14.12.2023	5.2
15.12.2023	5.4
16.12.2023	9.4
17.12.2023	23.1
18.12.2023	32.6
19.12.2023	54.6
20.12.2023	12.1
21.12.2023	10.5
22.12.2023	8.6
23.12.2023	7.4
24.12.2023	6.8
25.12.2023	6.7
26.12.2023	5.7
27.12.2023	4.6
28.12.2023	5.4
29.12.2023	5.6
30.12.2023	4.9
31.12.2023	4.9

